investor_id,sip_transactions,first_sip_date,last_sip_date,avg_gap_days,max_gap_days,total_sip_amount,continuity_status
INV001310,6,2024-02-03,2025-03-15,81.2,232.0,48861,at-risk
INV001314,10,2024-02-03,2025-05-02,50.44444444444444,130.0,196028,at-risk
INV001315,7,2024-02-09,2024-12-16,51.833333333333336,124.0,62854,at-risk
INV001316,6,2024-02-05,2025-05-12,92.4,198.0,14835,at-risk
INV001317,6,2024-01-24,2025-03-23,84.8,162.0,29592,at-risk
INV001318,10,2024-01-27,2025-03-18,46.22222222222222,150.0,112663,at-risk
INV001326,8,2024-01-29,2025-05-29,69.42857142857143,182.0,103082,at-risk
INV001329,6,2024-03-22,2025-02-26,68.2,97.0,60331,at-risk
INV001331,6,2024-01-04,2025-04-19,94.2,202.0,31343,at-risk
INV001332,7,2024-02-03,2025-05-28,80.0,179.0,56992,at-risk
INV001333,7,2024-01-08,2025-04-24,78.66666666666667,185.0,11779,at-risk
INV001336,8,2024-02-10,2025-05-16,65.85714285714286,198.0,94852,at-risk
INV001348,7,2024-03-07,2024-12-19,47.833333333333336,121.0,91022,at-risk
INV001351,7,2024-01-26,2025-03-24,70.5,208.0,146308,at-risk
INV001355,6,2024-06-03,2025-03-31,60.2,187.0,41992,at-risk
INV001356,6,2024-03-05,2025-04-05,79.2,191.0,39847,at-risk
INV001359,7,2024-03-10,2025-05-19,72.5,313.0,109856,at-risk
INV001361,7,2024-01-28,2024-11-26,50.5,103.0,99669,at-risk
INV001367,6,2024-01-03,2025-05-12,99.0,222.0,71798,at-risk
INV001375,7,2024-02-04,2025-05-20,78.5,176.0,46716,at-risk
INV001376,7,2024-01-15,2025-05-01,78.66666666666667,181.0,66059,at-risk
INV001383,8,2024-02-26,2025-03-25,56.142857142857146,117.0,80080,at-risk
INV001387,9,2024-02-01,2025-05-04,57.25,130.0,111470,at-risk
INV001394,8,2024-02-06,2025-04-26,63.57142857142857,171.0,127115,at-risk
INV001400,6,2024-01-01,2025-01-19,76.8,266.0,111893,at-risk
INV001401,6,2024-04-15,2025-03-24,68.6,197.0,39421,at-risk
INV001406,10,2024-03-12,2025-05-15,47.666666666666664,202.0,71494,at-risk
INV001407,6,2024-01-08,2024-08-21,45.2,141.0,49474,at-risk
INV001415,8,2024-01-17,2025-05-08,68.14285714285714,173.0,48063,at-risk
INV001418,6,2024-01-31,2025-04-18,88.6,187.0,27688,at-risk
INV001419,6,2024-01-11,2025-03-15,85.8,137.0,67428,at-risk
INV001423,8,2024-02-03,2025-01-08,48.57142857142857,105.0,64384,at-risk
INV001428,6,2024-04-17,2025-05-19,79.4,174.0,72032,at-risk
INV001432,6,2024-02-14,2025-02-05,71.4,175.0,22656,at-risk
INV001434,6,2024-04-09,2025-05-17,80.6,178.0,73116,at-risk
INV001442,9,2024-02-21,2025-05-23,57.125,238.0,67217,at-risk
INV001454,7,2024-01-03,2025-03-16,73.0,176.0,37667,at-risk
INV001455,8,2024-01-10,2025-04-07,64.71428571428571,153.0,47113,at-risk
INV001457,6,2024-01-21,2024-08-27,43.8,63.0,85947,at-risk
INV001458,7,2024-02-01,2025-01-25,59.833333333333336,101.0,78518,at-risk
INV001466,6,2024-02-25,2024-10-05,44.6,82.0,102555,at-risk
INV001472,6,2024-01-10,2025-02-08,79.0,141.0,119937,at-risk
INV001482,6,2024-04-10,2025-05-18,80.6,280.0,84250,at-risk
INV001485,9,2024-02-05,2025-04-20,55.0,150.0,113230,at-risk
INV001491,6,2024-01-07,2025-05-15,98.8,260.0,37904,at-risk
INV001497,9,2024-01-01,2025-05-19,63.0,138.0,77902,at-risk
INV001504,9,2024-03-21,2025-05-29,54.25,134.0,131804,at-risk
INV001507,6,2024-02-01,2025-04-07,86.2,167.0,24004,at-risk
INV001510,7,2024-03-05,2025-04-10,66.83333333333333,124.0,113185,at-risk
INV001514,7,2024-02-27,2025-01-03,51.833333333333336,72.0,150056,at-risk
INV001516,6,2024-07-31,2025-05-11,56.8,85.0,106727,at-risk
INV001526,6,2024-02-17,2024-10-26,50.4,134.0,45632,at-risk
INV001530,7,2024-01-14,2025-02-05,64.66666666666667,122.0,18100,at-risk
INV001532,7,2024-03-07,2025-02-11,56.833333333333336,101.0,82757,at-risk
INV001536,7,2024-01-04,2025-02-21,69.0,189.0,108107,at-risk
INV001545,6,2024-01-29,2025-05-07,92.8,208.0,85986,at-risk
INV001547,7,2024-02-28,2025-05-06,72.16666666666667,119.0,75405,at-risk
INV001548,6,2024-03-20,2025-04-27,80.6,197.0,71244,at-risk
INV001550,7,2024-02-01,2025-05-20,79.0,191.0,85924,at-risk
INV001551,6,2024-07-01,2025-05-06,61.8,131.0,18205,at-risk
INV001562,10,2024-03-01,2025-04-03,44.22222222222222,146.0,66556,at-risk
INV001564,8,2024-03-23,2025-04-17,55.714285714285715,157.0,74288,at-risk
INV001569,6,2024-03-03,2025-04-24,83.4,314.0,84525,at-risk
INV001579,7,2024-01-04,2025-03-29,75.0,193.0,133855,at-risk
INV001580,7,2024-07-23,2025-04-23,45.666666666666664,119.0,85427,at-risk
INV001585,6,2024-04-12,2025-01-20,56.6,182.0,61091,at-risk
INV001587,7,2024-04-10,2025-05-05,65.0,144.0,72452,at-risk
INV001597,7,2024-06-19,2025-05-21,56.0,165.0,99091,at-risk
INV001599,6,2024-01-15,2024-11-01,58.2,133.0,52681,at-risk
INV001602,6,2024-01-07,2025-04-20,93.8,294.0,66310,at-risk
INV001603,7,2024-02-06,2024-12-29,54.5,93.0,64051,at-risk
INV001605,8,2024-01-08,2025-03-07,60.57142857142857,136.0,161888,at-risk
INV001606,7,2024-04-08,2025-05-19,67.66666666666667,148.0,95656,at-risk
INV001616,9,2024-01-29,2025-03-28,53.0,117.0,153361,at-risk
INV001623,6,2024-01-27,2025-05-01,92.0,188.0,62993,at-risk
INV001625,6,2024-02-16,2025-02-10,72.0,209.0,15000,at-risk
INV001628,8,2024-05-27,2025-05-24,51.714285714285715,139.0,111394,at-risk
INV001629,7,2024-03-28,2025-05-07,67.5,82.0,34149,at-risk
INV001631,6,2024-07-04,2025-04-15,57.0,101.0,9317,at-risk
INV001636,9,2024-01-05,2025-01-30,48.875,159.0,35935,at-risk
INV001641,6,2024-01-19,2025-04-05,88.4,168.0,77129,at-risk
INV001644,6,2024-05-04,2025-03-28,65.6,89.0,123765,at-risk
INV001645,6,2024-03-15,2025-02-16,67.6,202.0,48283,at-risk
INV001649,10,2024-02-07,2025-05-17,51.666666666666664,120.0,113458,at-risk
INV001651,7,2024-01-05,2025-04-21,78.66666666666667,130.0,162293,at-risk
INV001653,6,2024-02-18,2024-11-20,55.2,94.0,76639,at-risk
INV001654,7,2024-02-17,2025-01-18,56.0,137.0,108816,at-risk
INV001656,8,2024-02-18,2025-04-12,59.857142857142854,246.0,78037,at-risk
INV001662,6,2024-01-22,2024-11-18,60.2,147.0,67445,at-risk
INV001672,9,2024-03-30,2024-12-27,34.0,130.0,90532,regular
INV001673,11,2024-01-11,2025-05-18,49.3,181.0,81749,at-risk
INV001680,9,2024-01-10,2025-04-25,58.875,200.0,47015,at-risk
INV001683,7,2024-03-08,2025-05-17,72.5,186.0,80088,at-risk
INV001689,6,2024-03-25,2025-05-17,83.6,153.0,59823,at-risk
INV001690,7,2024-01-14,2025-05-15,81.16666666666667,114.0,62532,at-risk
INV001691,6,2024-03-15,2025-04-29,82.0,254.0,40648,at-risk
INV001694,8,2024-02-05,2025-05-13,66.14285714285714,144.0,146945,at-risk
INV001697,9,2024-01-08,2025-05-22,62.5,287.0,118132,at-risk
INV001699,6,2024-01-02,2025-02-21,83.2,183.0,103956,at-risk
INV001709,6,2024-01-10,2024-09-25,51.8,84.0,50259,at-risk
INV001711,7,2024-03-13,2025-04-12,65.83333333333333,189.0,26390,at-risk
INV001712,6,2024-03-29,2025-02-25,66.6,144.0,66274,at-risk
INV001715,8,2024-01-31,2025-05-23,68.28571428571429,188.0,103613,at-risk
INV001718,6,2024-02-09,2025-04-04,84.0,237.0,151909,at-risk
INV001724,7,2024-02-18,2025-04-11,69.66666666666667,134.0,87580,at-risk
INV001728,8,2024-01-15,2025-01-03,50.57142857142857,131.0,142998,at-risk
INV001737,7,2024-02-08,2025-01-14,56.833333333333336,191.0,103141,at-risk
INV001738,9,2024-02-24,2025-03-10,47.5,153.0,157288,at-risk
INV001739,9,2024-02-28,2025-04-23,52.5,96.0,113721,at-risk
INV001741,6,2024-02-14,2025-05-06,89.4,260.0,94729,at-risk
INV001744,7,2024-01-11,2025-04-26,78.5,155.0,84479,at-risk
INV001752,7,2024-02-25,2025-04-16,69.33333333333333,170.0,50982,at-risk
INV001753,11,2024-03-07,2025-05-09,42.8,128.0,111704,at-risk
INV001757,8,2024-04-01,2025-04-25,55.57142857142857,121.0,16121,at-risk
INV001759,10,2024-02-17,2025-05-08,49.55555555555556,126.0,108215,at-risk
INV001769,6,2024-01-03,2025-05-07,98.0,166.0,28957,at-risk
INV001772,6,2024-01-21,2025-05-10,95.0,184.0,113146,at-risk
INV001775,8,2024-10-12,2025-05-04,29.142857142857142,65.0,92864,regular
INV001777,9,2024-01-27,2025-05-02,57.625,156.0,115340,at-risk
INV001778,8,2024-01-10,2025-03-30,63.57142857142857,283.0,54721,at-risk
INV001797,7,2024-02-07,2025-05-30,79.66666666666667,132.0,45355,at-risk
INV001800,7,2024-01-15,2024-11-08,49.666666666666664,132.0,100392,at-risk
INV001802,7,2024-05-02,2025-05-07,61.666666666666664,151.0,99376,at-risk
INV001803,6,2024-05-25,2025-03-16,59.0,127.0,29638,at-risk
INV001804,8,2024-02-06,2025-03-03,55.857142857142854,126.0,97734,at-risk
INV001806,8,2024-01-04,2025-02-27,60.0,209.0,98260,at-risk
INV001809,6,2024-01-21,2025-05-13,95.6,249.0,66937,at-risk
INV001811,9,2024-03-04,2025-05-12,54.25,196.0,234390,at-risk
INV001822,6,2024-03-16,2024-06-23,19.8,43.0,43103,regular
INV001823,8,2024-01-25,2025-03-07,58.142857142857146,172.0,30886,at-risk
INV001826,6,2024-02-25,2024-11-07,51.2,128.0,43001,at-risk
INV001828,8,2024-01-23,2024-11-29,44.42857142857143,91.0,57282,at-risk
INV001831,6,2024-03-03,2025-03-02,72.8,181.0,47766,at-risk
INV001837,7,2024-03-15,2025-03-27,62.833333333333336,157.0,75034,at-risk
INV001841,6,2024-06-21,2025-03-29,56.2,129.0,48729,at-risk
INV001853,8,2024-02-20,2025-01-17,47.42857142857143,95.0,158089,at-risk
INV001858,8,2024-04-05,2025-04-26,55.142857142857146,261.0,111198,at-risk
INV001865,7,2024-01-11,2025-01-26,63.5,145.0,37490,at-risk
INV001866,6,2024-02-27,2024-12-17,58.8,117.0,52342,at-risk
INV001870,7,2024-01-06,2025-04-06,76.0,164.0,151119,at-risk
INV001871,7,2024-01-26,2024-12-21,55.0,101.0,104709,at-risk
INV001883,6,2024-01-16,2025-05-26,99.2,203.0,16745,at-risk
INV001885,6,2024-03-05,2025-02-24,71.2,128.0,16314,at-risk
INV001886,9,2024-03-17,2025-04-27,50.75,129.0,73898,at-risk
INV001890,6,2024-01-02,2025-05-29,102.6,207.0,7890,at-risk
INV001891,6,2024-02-03,2025-05-30,96.4,261.0,22169,at-risk
INV001909,8,2024-02-21,2025-05-01,62.142857142857146,121.0,77716,at-risk
INV001912,6,2024-01-16,2025-03-23,86.4,256.0,72585,at-risk
INV001920,7,2024-09-02,2025-04-24,39.0,76.0,111406,at-risk
INV001921,8,2024-01-28,2025-05-22,68.57142857142857,225.0,94294,at-risk
INV001923,7,2024-01-06,2025-05-04,80.66666666666667,106.0,42011,at-risk
INV001924,7,2024-01-06,2024-12-26,59.166666666666664,119.0,95896,at-risk
INV001927,6,2024-05-22,2025-03-12,58.8,91.0,42729,at-risk
INV001929,6,2024-06-26,2025-05-23,66.2,242.0,67484,at-risk
INV001937,8,2024-03-30,2025-05-27,60.42857142857143,253.0,52043,at-risk
INV001938,9,2024-04-22,2025-04-01,43.0,112.0,46935,at-risk
INV001943,6,2024-02-26,2025-03-04,74.4,171.0,63792,at-risk
INV001950,7,2024-05-24,2025-05-20,60.166666666666664,134.0,88383,at-risk
INV001951,7,2024-04-26,2025-04-14,58.833333333333336,124.0,39840,at-risk
INV001954,6,2024-02-06,2025-04-15,86.8,273.0,38164,at-risk
INV001955,6,2024-02-15,2025-03-01,76.0,199.0,80106,at-risk
INV001961,6,2024-01-07,2025-02-27,83.4,234.0,87250,at-risk
INV001969,6,2024-01-15,2025-02-14,79.2,163.0,22578,at-risk
INV001971,8,2024-04-11,2025-04-29,54.714285714285715,87.0,96207,at-risk
INV001972,8,2024-01-14,2024-11-06,42.42857142857143,153.0,147921,at-risk
INV001978,6,2024-03-14,2025-05-04,83.2,112.0,33387,at-risk
INV001979,6,2024-07-28,2025-05-01,55.4,100.0,78262,at-risk
INV001982,6,2024-03-18,2025-05-21,85.8,289.0,118849,at-risk
INV001986,7,2024-07-03,2025-04-15,47.666666666666664,98.0,93572,at-risk
INV001987,7,2024-04-08,2025-05-15,67.0,241.0,101651,at-risk
INV001990,8,2024-06-17,2025-04-30,45.285714285714285,91.0,60133,at-risk
INV001993,6,2024-02-15,2024-11-24,56.6,147.0,42253,at-risk
INV001995,6,2024-02-18,2024-10-18,48.6,94.0,76418,at-risk
INV001997,6,2024-01-04,2025-03-22,88.6,168.0,23078,at-risk
INV002001,6,2024-03-17,2025-05-15,84.8,335.0,35997,at-risk
INV002006,6,2024-03-19,2025-03-22,73.6,157.0,56278,at-risk
INV002010,6,2024-01-11,2025-01-18,74.6,103.0,111364,at-risk
INV002017,7,2024-04-23,2025-01-16,44.666666666666664,99.0,48099,at-risk
INV002018,6,2024-03-24,2025-02-05,63.6,106.0,22792,at-risk
INV002019,6,2024-06-02,2025-05-12,68.8,117.0,50866,at-risk
INV002025,7,2024-05-24,2025-04-24,55.833333333333336,92.0,52531,at-risk
INV002033,7,2024-01-04,2024-11-29,55.0,123.0,43182,at-risk
INV002034,8,2024-01-06,2025-05-03,69.0,166.0,75286,at-risk
INV002037,6,2024-03-04,2024-08-17,33.2,61.0,58317,regular
INV002038,6,2024-01-16,2025-03-11,84.0,202.0,89042,at-risk
INV002051,6,2024-03-30,2025-04-27,78.6,159.0,101112,at-risk
INV002052,7,2024-02-08,2024-10-30,44.166666666666664,114.0,143832,at-risk
INV002069,10,2024-01-09,2025-03-12,47.55555555555556,95.0,82746,at-risk
INV002070,7,2024-01-10,2025-05-12,81.33333333333333,118.0,70993,at-risk
INV002083,10,2024-02-03,2025-05-13,51.666666666666664,193.0,142753,at-risk
INV002085,6,2024-02-29,2025-01-19,65.0,220.0,89035,at-risk
INV002090,6,2024-02-11,2025-05-07,90.2,231.0,38375,at-risk
INV002092,7,2024-05-20,2024-12-07,33.5,54.0,63358,regular
INV002101,6,2024-01-09,2025-02-13,80.2,248.0,71140,at-risk
INV002102,6,2024-06-16,2025-01-26,44.8,63.0,90782,at-risk
INV002107,8,2024-01-09,2025-05-21,71.14285714285714,298.0,100667,at-risk
INV002111,8,2024-01-24,2025-04-05,62.42857142857143,123.0,84899,at-risk
INV002119,6,2024-03-29,2025-04-23,78.0,195.0,82710,at-risk
INV002121,7,2024-04-05,2025-05-21,68.5,197.0,69342,at-risk
INV002122,7,2024-09-26,2025-05-26,40.333333333333336,97.0,66891,at-risk
INV002127,6,2024-05-18,2025-03-15,60.2,113.0,66425,at-risk
INV002134,7,2024-01-20,2025-05-30,82.66666666666667,180.0,29028,at-risk
INV002138,6,2024-01-22,2025-04-25,91.8,189.0,20298,at-risk
INV002142,9,2024-05-01,2025-04-30,45.5,162.0,118669,at-risk
INV002143,8,2024-01-15,2025-04-04,63.57142857142857,148.0,73958,at-risk
INV002149,8,2024-05-03,2025-02-23,42.285714285714285,215.0,71024,at-risk
INV002150,6,2024-03-14,2025-03-17,73.6,216.0,57183,at-risk
INV002151,9,2024-01-16,2025-05-13,60.375,201.0,185290,at-risk
INV002153,7,2024-03-22,2025-05-03,67.83333333333333,194.0,28131,at-risk
INV002154,6,2024-01-26,2025-04-17,89.4,175.0,42587,at-risk
INV002155,6,2024-04-02,2025-04-27,78.0,190.0,24270,at-risk
INV002157,7,2024-02-03,2025-01-19,58.5,142.0,66010,at-risk
INV002159,6,2024-06-18,2025-05-09,65.0,104.0,57957,at-risk
INV002162,9,2024-02-04,2025-05-16,58.375,198.0,176674,at-risk
INV002166,6,2024-01-01,2025-05-11,99.2,248.0,88421,at-risk
INV002171,7,2024-03-08,2025-02-06,55.833333333333336,150.0,55736,at-risk
INV002177,7,2024-03-16,2025-05-28,73.0,330.0,93321,at-risk
INV002178,8,2024-02-10,2025-05-20,66.42857142857143,236.0,66309,at-risk
INV002179,8,2024-02-10,2025-02-23,54.142857142857146,171.0,77276,at-risk
INV002182,7,2024-02-19,2025-04-17,70.5,148.0,127872,at-risk
INV002185,6,2024-03-16,2024-11-13,48.4,92.0,87101,at-risk
INV002186,7,2024-02-05,2025-04-29,74.83333333333333,167.0,110455,at-risk
INV002187,7,2024-04-02,2025-05-14,67.83333333333333,221.0,51698,at-risk
INV002195,9,2024-03-05,2025-04-03,49.25,154.0,141661,at-risk
INV002196,8,2024-01-02,2025-03-12,62.142857142857146,115.0,123014,at-risk
INV002198,9,2024-05-08,2025-04-17,43.0,93.0,50035,at-risk
INV002199,7,2024-02-14,2024-12-15,50.833333333333336,94.0,22813,at-risk
INV002202,8,2024-01-13,2025-05-20,70.42857142857143,276.0,16013,at-risk
INV002206,7,2024-02-22,2024-12-12,49.0,141.0,119856,at-risk
INV002208,7,2024-01-31,2025-04-03,71.33333333333333,142.0,113907,at-risk
INV002211,7,2024-03-28,2025-04-15,63.833333333333336,109.0,75896,at-risk
INV002216,8,2024-03-01,2025-05-07,61.714285714285715,172.0,122472,at-risk
INV002218,6,2024-03-31,2025-03-05,67.8,181.0,78519,at-risk
INV002219,8,2024-01-04,2025-05-14,70.85714285714286,166.0,41599,at-risk
INV002228,6,2024-02-24,2025-02-01,68.6,109.0,75215,at-risk
INV002229,6,2024-04-19,2025-03-08,64.6,101.0,113731,at-risk
INV002230,8,2024-03-18,2025-04-25,57.57142857142857,171.0,170960,at-risk
INV002232,7,2024-01-08,2025-02-26,69.16666666666667,174.0,105171,at-risk
INV002236,7,2024-01-16,2025-04-02,73.66666666666667,119.0,38246,at-risk
INV002237,7,2024-05-17,2025-03-23,51.666666666666664,142.0,61264,at-risk
INV002240,7,2024-02-02,2025-05-14,77.83333333333333,266.0,28229,at-risk
INV002241,7,2024-04-19,2025-05-18,65.66666666666667,124.0,40838,at-risk
INV002251,6,2024-06-24,2025-05-03,62.6,157.0,140754,at-risk
INV002256,6,2024-01-14,2025-01-26,75.6,115.0,86659,at-risk
INV002259,7,2024-04-27,2025-01-24,45.333333333333336,89.0,139276,at-risk
INV002260,6,2024-01-25,2025-02-17,77.8,235.0,43224,at-risk
INV002265,7,2024-05-07,2025-05-21,63.166666666666664,244.0,74670,at-risk
INV002277,7,2024-03-05,2025-04-13,67.33333333333333,127.0,58558,at-risk
INV002280,7,2024-03-15,2025-05-19,71.66666666666667,182.0,48070,at-risk
INV002282,6,2024-05-02,2025-01-23,53.2,102.0,90468,at-risk
INV002284,6,2024-02-13,2025-04-13,85.0,277.0,113616,at-risk
INV002290,6,2024-04-28,2025-03-02,61.6,112.0,49049,at-risk
INV002294,8,2024-04-01,2025-03-08,48.714285714285715,163.0,93669,at-risk
INV002295,7,2024-02-10,2025-03-03,64.5,159.0,97348,at-risk
INV002298,6,2024-09-30,2025-01-24,23.2,37.0,79273,regular
INV002304,10,2024-03-28,2025-04-15,42.55555555555556,104.0,88837,at-risk
INV002315,7,2024-03-01,2025-05-06,71.83333333333333,174.0,71574,at-risk
INV002319,7,2024-01-19,2025-01-13,60.0,123.0,77278,at-risk
INV002322,6,2024-05-28,2025-04-10,63.4,102.0,54669,at-risk
INV002327,6,2024-01-27,2025-02-12,76.4,215.0,17936,at-risk
INV002329,7,2024-01-06,2024-12-13,57.0,183.0,94661,at-risk
INV002342,6,2024-04-13,2025-04-19,74.2,212.0,43134,at-risk
INV002343,9,2024-01-04,2025-04-10,57.75,115.0,97388,at-risk
INV002347,9,2024-06-10,2025-04-30,40.5,79.0,30517,at-risk
INV002348,6,2024-01-30,2025-05-16,94.4,166.0,43335,at-risk
INV002349,6,2024-04-08,2024-12-25,52.2,75.0,31786,at-risk
INV002351,6,2024-03-13,2025-04-03,77.2,204.0,66039,at-risk
INV002357,7,2024-01-03,2025-02-16,68.33333333333333,240.0,77648,at-risk
INV002360,9,2024-03-05,2025-05-28,56.125,129.0,147868,at-risk
INV002361,6,2024-01-08,2024-10-11,55.4,198.0,123135,at-risk
INV002367,7,2024-05-11,2025-03-22,52.5,134.0,52309,at-risk
INV002368,7,2024-04-06,2025-04-08,61.166666666666664,215.0,36706,at-risk
INV002369,6,2024-04-02,2025-01-27,60.0,136.0,142348,at-risk
INV002370,7,2024-03-10,2025-05-05,70.16666666666667,237.0,89876,at-risk
INV002372,6,2024-01-26,2025-05-16,95.2,133.0,55170,at-risk
INV002373,8,2024-01-19,2025-05-24,70.14285714285714,154.0,177377,at-risk
INV002374,6,2024-10-21,2025-02-04,21.2,34.0,87120,regular
INV002384,10,2024-06-05,2025-05-23,39.111111111111114,92.0,107297,at-risk
INV002388,6,2024-11-27,2025-05-12,33.2,84.0,109517,regular
INV002389,10,2024-02-06,2025-05-08,50.77777777777778,126.0,37401,at-risk
INV002390,6,2024-03-20,2024-11-10,47.0,100.0,90741,at-risk
INV002391,6,2024-05-05,2024-11-22,40.2,124.0,59250,at-risk
INV002395,6,2024-01-17,2025-05-16,97.0,225.0,58610,at-risk
INV002400,9,2024-01-04,2025-03-22,55.375,141.0,37008,at-risk
INV002401,8,2024-01-12,2025-03-01,59.142857142857146,125.0,30941,at-risk
INV002402,7,2024-08-17,2025-05-27,47.166666666666664,89.0,91623,at-risk
INV002407,7,2024-08-02,2025-05-16,47.833333333333336,167.0,68991,at-risk
INV002409,8,2024-05-04,2025-05-28,55.57142857142857,125.0,88823,at-risk
INV002413,8,2024-05-24,2025-05-30,53.0,189.0,63974,at-risk
INV002415,8,2024-03-14,2025-04-20,57.42857142857143,110.0,96841,at-risk
INV002417,7,2024-01-03,2025-05-17,83.33333333333333,190.0,126729,at-risk
INV002418,6,2024-01-30,2025-05-02,91.6,128.0,34952,at-risk
INV002420,6,2024-01-15,2025-01-13,72.8,107.0,54588,at-risk
INV002422,10,2024-01-25,2025-04-22,50.333333333333336,139.0,78015,at-risk
INV002429,6,2024-02-16,2025-03-15,78.6,216.0,95082,at-risk
INV002434,6,2024-01-13,2025-03-29,88.2,217.0,38421,at-risk
INV002437,7,2024-04-25,2025-02-14,49.166666666666664,212.0,180355,at-risk
INV002445,8,2024-02-24,2024-11-17,38.142857142857146,117.0,93265,at-risk
INV002453,7,2024-03-14,2025-03-27,63.0,87.0,76815,at-risk
INV002458,6,2024-04-20,2025-04-17,72.4,232.0,80628,at-risk
INV002459,8,2024-02-03,2025-02-13,53.714285714285715,161.0,40242,at-risk
INV002463,6,2024-02-07,2025-05-29,95.4,236.0,43792,at-risk
INV002464,6,2024-02-21,2024-08-16,35.4,97.0,50372,at-risk
INV002466,7,2024-01-30,2025-05-28,80.66666666666667,270.0,96619,at-risk
INV002467,8,2024-01-03,2024-10-01,38.857142857142854,116.0,200058,at-risk
INV002471,6,2024-01-07,2024-10-15,56.4,98.0,65355,at-risk
INV002475,10,2024-03-06,2025-05-27,49.666666666666664,119.0,65140,at-risk
INV002476,6,2024-01-19,2025-03-24,86.0,235.0,74851,at-risk
INV002485,6,2024-03-25,2025-03-12,70.4,136.0,58588,at-risk
INV002490,8,2024-01-09,2025-05-13,70.0,125.0,221876,at-risk
INV002495,6,2024-01-04,2025-02-18,82.2,174.0,64609,at-risk
INV002496,6,2024-08-09,2025-05-01,53.0,156.0,28341,at-risk
INV002497,8,2024-01-13,2025-04-28,67.28571428571429,152.0,105613,at-risk
INV002508,9,2024-04-06,2025-05-24,51.625,171.0,128547,at-risk
INV002509,10,2024-02-07,2024-12-06,33.666666666666664,74.0,117779,regular
INV002510,7,2024-01-10,2025-01-30,64.33333333333333,176.0,83001,at-risk
INV002521,6,2024-04-27,2025-05-05,74.6,206.0,46638,at-risk
INV002527,7,2024-01-18,2024-11-11,49.666666666666664,93.0,9444,at-risk
INV002530,8,2024-01-05,2025-05-19,71.42857142857143,175.0,74111,at-risk
INV002531,7,2024-02-01,2025-05-04,76.33333333333333,182.0,30854,at-risk
INV002543,7,2024-02-05,2025-04-28,74.66666666666667,116.0,90368,at-risk
INV002547,6,2024-02-04,2025-04-24,89.0,181.0,19927,at-risk
INV002552,10,2024-01-10,2025-03-19,48.22222222222222,184.0,117496,at-risk
INV002554,7,2024-01-04,2024-10-28,49.666666666666664,100.0,51011,at-risk
INV002555,7,2024-01-30,2025-04-06,72.0,172.0,87655,at-risk
INV002557,7,2024-03-30,2025-05-07,67.16666666666667,264.0,32589,at-risk
INV002558,6,2024-01-23,2025-05-25,97.6,297.0,52002,at-risk
INV002560,6,2024-01-02,2025-04-22,95.2,155.0,25934,at-risk
INV002563,6,2024-01-27,2024-12-21,65.8,114.0,18179,at-risk
INV002567,6,2024-01-05,2025-02-18,82.0,127.0,51780,at-risk
INV002568,8,2024-03-02,2025-05-07,61.57142857142857,144.0,138384,at-risk
INV002570,7,2024-02-14,2025-02-20,62.0,150.0,26296,at-risk
INV002572,8,2024-04-24,2025-05-19,55.714285714285715,108.0,126760,at-risk
INV002574,6,2024-01-31,2025-03-03,79.4,139.0,98204,at-risk
INV002575,9,2024-02-18,2025-05-12,56.125,128.0,155419,at-risk
INV002579,6,2024-08-14,2025-03-06,40.8,71.0,136656,at-risk
INV002582,6,2024-02-01,2025-02-22,77.4,173.0,18333,at-risk
INV002585,6,2024-03-29,2025-02-17,65.0,124.0,46894,at-risk
INV002586,6,2024-03-13,2025-05-23,87.2,168.0,73304,at-risk
INV002590,10,2024-01-28,2025-04-24,50.22222222222222,125.0,151056,at-risk
INV002591,6,2024-06-19,2025-03-07,52.2,139.0,29695,at-risk
INV002594,6,2024-02-07,2025-05-22,94.0,244.0,98891,at-risk
INV002598,9,2024-02-21,2025-04-07,51.375,179.0,121198,at-risk
INV002602,8,2024-02-10,2025-05-17,66.0,151.0,95414,at-risk
INV002606,6,2024-03-02,2025-05-24,89.6,248.0,73666,at-risk
INV002613,8,2024-02-16,2025-05-16,65.0,143.0,23849,at-risk
INV002622,7,2024-01-29,2025-05-03,76.66666666666667,244.0,64167,at-risk
INV002627,6,2024-03-23,2025-05-22,85.0,182.0,40609,at-risk
INV002628,6,2024-02-01,2025-02-20,77.0,322.0,42616,at-risk
INV002632,8,2024-01-26,2025-04-29,65.57142857142857,180.0,70430,at-risk
INV002640,7,2024-01-29,2025-03-24,70.0,153.0,66928,at-risk
INV002643,6,2024-02-03,2025-02-08,74.2,229.0,32343,at-risk
INV002645,7,2024-03-16,2024-12-12,45.166666666666664,133.0,89681,at-risk
INV002654,8,2024-02-05,2025-04-13,61.857142857142854,115.0,97131,at-risk
INV002659,7,2024-03-17,2025-03-26,62.333333333333336,224.0,96575,at-risk
INV002666,7,2024-06-06,2025-04-21,53.166666666666664,100.0,50807,at-risk
INV002671,7,2024-02-10,2025-05-18,77.16666666666667,163.0,121426,at-risk
INV002673,8,2024-02-21,2025-05-21,65.0,147.0,205287,at-risk
INV002674,6,2024-02-06,2025-02-19,75.8,153.0,109896,at-risk
INV002675,8,2024-02-05,2025-04-27,63.857142857142854,138.0,104247,at-risk
INV002681,7,2024-01-13,2025-05-29,83.66666666666667,161.0,77813,at-risk
INV002684,6,2024-01-28,2025-03-06,80.6,266.0,81047,at-risk
